datetime,GHI,GHI_interp,SV.cfs,domg,turb
2022-08-05 11:30:00,888,888,1060,7.62,65.95
2022-08-05 11:45:00,NA,802,1060,7.63,64.1
2022-08-05 12:00:00,NA,716,1060,7.64,64.09
2022-08-05 12:15:00,NA,630,1060,7.66,63.69
2022-08-05 12:30:00,544,544,1050,7.65,62.83
2022-08-05 12:45:00,NA,579,1050,7.65,62.8
2022-08-05 13:00:00,NA,614,1040,7.65,62.76
2022-08-05 13:15:00,NA,648,1030,7.66,61.3
2022-08-05 13:30:00,683,683,1030,7.67,61.73
2022-08-05 13:45:00,NA,704,1030,7.67,60.27
2022-08-05 14:00:00,NA,724,1030,7.65,60.67
2022-08-05 14:15:00,NA,744,1020,7.65,63.12
2022-08-05 14:30:00,765,765,1020,7.65,59.33
2022-08-05 14:45:00,NA,731,1020,7.64,60.27
2022-08-05 15:00:00,NA,698,1020,7.64,60.87
2022-08-05 15:15:00,NA,664,1010,7.64,59.09
2022-08-05 15:30:00,630,630,1010,7.63,60.94
2022-08-05 15:45:00,NA,588,1010,7.62,58.95
2022-08-05 16:00:00,NA,547,1010,7.59,57.75
2022-08-05 16:15:00,NA,506,1010,7.59,57.59
2022-08-05 16:30:00,464,464,1010,7.59,56.64
2022-08-05 16:45:00,NA,416,1010,7.58,57.96
2022-08-05 17:00:00,NA,368,1000,7.57,55.97
2022-08-05 17:15:00,NA,321,1010,7.55,57.69
2022-08-05 17:30:00,273,273,1010,7.54,55.48
2022-08-05 17:45:00,NA,224,1010,7.53,56.61
2022-08-05 18:00:00,NA,174,1010,7.51,56.37
2022-08-05 18:15:00,NA,124,1000,7.51,56.28
2022-08-05 18:30:00,75,75,1000,7.51,56.93
2022-08-05 18:45:00,NA,57,1000,7.49,55.88
2022-08-05 19:00:00,NA,38,1000,7.49,55.09
2022-08-05 19:15:00,NA,20,1000,7.48,55.68
2022-08-05 19:30:00,2,2,1000,7.48,55.57
2022-08-05 19:45:00,NA,2,1000,7.47,54.12
2022-08-05 20:00:00,NA,1,1000,7.48,55.8
2022-08-05 20:15:00,NA,0,1000,7.48,55.15
2022-08-05 20:30:00,0,0,1000,7.48,55.44
2022-08-05 20:45:00,NA,0,1000,7.49,55.03
2022-08-05 21:00:00,NA,0,1000,7.49,55.51
2022-08-05 21:15:00,NA,0,995,7.49,55.36
2022-08-05 21:30:00,0,0,995,7.48,55.6
2022-08-05 21:45:00,NA,0,995,7.5,54.61
2022-08-05 22:00:00,NA,0,995,7.5,54.11
2022-08-05 22:15:00,NA,0,995,7.51,53.67
2022-08-05 22:30:00,0,0,1000,7.51,53.34
2022-08-05 22:45:00,NA,0,1000,7.51,54.06
2022-08-05 23:00:00,NA,0,1000,7.52,53.63
2022-08-05 23:15:00,NA,0,1000,7.52,53.98
2022-08-05 23:30:00,0,0,1000,7.52,53.87
2022-08-05 23:45:00,NA,0,1000,7.53,53.79
